python,10000,0.019982383999999964
c,10000,0.038878
python,1000000,1.1857275400000002
c,1000000,0.067982
python,10000000,12.741216328
c,10000000,0.277394
python,10,0.011676985000000029
c,10,0.051193
python,100,0.023771186000000055
c,100,0.023819
python,1000,0.018507457000000005
c,1000,0.023127
python,10000,0.02767883399999993
c,10000,0.039945
python,100000,0.11961241899999997
c,100000,0.008439
python,10,0.012094313999999995
c,10,0.042556
python,100,0.019884611999999968
c,100,0.039990
python,1000,0.016025897999999983
c,1000,0.045907
python,10000,0.012879456999999983
c,10000,0.023926
python,100000,0.174162661
c,100000,0.023017
python,10,0.00851827500000002
c,10,0.024052
python,100,0.012262257000000054
c,100,0.016031
python,1000,0.011941931999999988
c,1000,0.027802
python,10000,0.046288898999999994
c,10000,0.023956
python,100000,0.10054113799999997
c,100000,0.014910
python,10,0.015991364999999924
c,10,0.004046
python,100,0.012024391999999995
c,100,0.023934
python,1000,0.01737065300000007
c,1000,0.067983
python,10000,0.031694960999999966
c,10000,0.019929
python,100000,0.13823601000000008
c,100000,0.040331
python,10,0.014759634000000021
c,10,0.044296
python,100,0.02723221499999995
c,100,0.000125
python,1000,0.019814328000000048
c,1000,0.011855
python,10000,0.023913123000000036
c,10000,0.001272
python,100000,0.131418237
c,100000,0.020020
python,10,0.0076585379999999925
c,10,0.023595
python,100,0.01566712299999995
c,100,0.043957
python,1000,0.012003403999999995
c,1000,0.028266
python,10000,0.014973816000000029
c,10000,0.015616
python,100000,0.10898291799999993
c,100000,0.039652
python,10,0.015633235999999995
c,10,0.003611
python,10,0.007669756999999999
c,10,0.024080
python,10,0.011912354000000014
c,10,0.036326
python,10,0.008095101999999965
c,10,0.024002
python,10,0.0004483730000000019
c,10,0.032125
python,10,0.02369764800000007
c,10,0.021542
python,100,0.015945928000000054
c,100,0.000118
python,100,0.012921093999999966
c,100,0.019993
python,100,0.014536404000000003
c,100,0.051601
python,100,0.008110571999999983
c,100,0.019952
python,100,0.02659377500000004
c,100,0.039928
python,100,0.01484506200000002
c,100,0.066939
python,1000,0.02800715399999998
c,1000,0.007754
python,1000,0.01599908399999994
c,1000,0.027343
python,1000,0.008516393999999983
c,1000,0.056411
python,1000,0.008497438999999996
c,1000,0.032020
python,1000,0.02003842499999997
c,1000,0.023983
python,1000,0.032372924000000025
c,1000,0.019639
python,10000,0.04798770200000002
c,10000,0.016120
python,10000,0.030753953000000056
c,10000,0.004068
python,10000,0.016409863000000025
c,10000,0.024048
python,10000,0.056717032
c,10000,0.048164
python,10000,0.031944529
c,10000,0.019388
python,10000,0.04477094199999998
c,10000,0.023076
python,100000,0.13887520399999997
c,100000,0.047954
python,100000,0.12317735800000001
c,100000,0.043980
python,100000,0.19590195599999993
c,100000,0.032155
python,100000,0.144679153
c,100000,0.015934
python,100000,0.14007259800000005
c,100000,0.023838
python,100000,0.11866909800000003
c,100000,0.027974
python,1000000,1.2861301539999999
c,1000000,0.092789
python,1000000,1.199500714
c,1000000,0.055580
python,1000000,1.1416820249999997
c,1000000,0.052917
python,1000000,1.3328901380000002
c,1000000,0.071956
python,1000000,1.245833936
c,1000000,0.024027
python,1000000,1.673322465
c,1000000,0.043554
